postal_code,lat,lon
N7S5T2,43.01074569,-82.3543651
N7S5T3,43.01074569,-82.3543651
N7S5T5,43.01074569,-82.3543651
N7S5T7,43.01074569,-82.3543651
N7S5V1,42.96517678,-82.34869936
N7S5V3,42.96517678,-82.34869936
N7S5V4,42.96517678,-82.34869936
N7S5V5,42.96517678,-82.34869936
N7S5V6,42.96517678,-82.34869936
N7S5V7,42.96517678,-82.34869936
N7S5V8,42.96517678,-82.34869936
N7S5V9,42.96517678,-82.34869936
N7S5W1,42.97497591,-82.3586769
N7S5W2,42.97497591,-82.3586769
N7S5W3,42.97497591,-82.3586769
N7S5W4,42.97497591,-82.3586769
N7S5W5,42.97497591,-82.3586769
N7S5W6,42.97497591,-82.3586769
N7S5W7,42.97497591,-82.3586769
N7S5X1,43.01004377,-82.35587413
N7S5X2,43.01004377,-82.35587413
N7S5X3,43.01004377,-82.35587413
N7S5X4,43.01004377,-82.35587413
N7S5X5,43.01004377,-82.35587413
N7S5X6,43.01004377,-82.35587413
N7S5X7,43.01004377,-82.35587413
N7S5Y1,43.01025841,-82.36406153
N7S5Y2,43.01025841,-82.36406153
N7S5Y3,43.01025841,-82.36406153
N7S5Y4,43.01025841,-82.36406153
N7S5Y5,43.01025841,-82.36406153
N7S5Y6,43.01025841,-82.36406153
N7S5Y7,43.01025841,-82.36406153
N7S5Z1,42.96523553,-82.35014321
N7S5Z2,42.96523553,-82.35014321
N7S5Z3,42.96523553,-82.35014321
N7S5Z4,42.96523553,-82.35014321
N7S5Z5,42.96523553,-82.35014321
N7S5Z6,42.96523553,-82.35014321
N7S5Z7,42.96523553,-82.35014321
N7S6A1,42.97727335,-82.35853803
N7S6A2,42.97727335,-82.35853803
N7S6A3,42.97727335,-82.35853803
N7S6A7,42.97727335,-82.35853803
N7S6A8,42.97727335,-82.35853803
N7S6A9,42.97727335,-82.35853803
N7S6B1,42.97824893,-82.35487693
N7S6B2,42.97824893,-82.35487693
N7S6B3,42.97824893,-82.35487693
N7S6B4,42.97824893,-82.35487693
N7S6B5,42.97824893,-82.35487693
N7S6B6,42.97824893,-82.35487693
N7S6B7,42.97824893,-82.35487693
N7S6C1,42.97615488,-82.35052729
N7S6C2,42.97615488,-82.35052729
N7S6C3,42.97615488,-82.35052729
N7S6C4,42.97615488,-82.35052729
N7S6C5,42.97615488,-82.35052729
N7S6C6,42.97615488,-82.35052729
N7S6C7,42.97615488,-82.35052729
N7S6E1,42.97394662,-82.34925483
N7S6E2,42.97394662,-82.34925483
N7S6E3,42.97394662,-82.34925483
N7S6E4,42.97394662,-82.34925483
N7S6E5,42.97394662,-82.34925483
N7S6E6,42.97394662,-82.34925483
N7S6E7,42.97394662,-82.34925483
N7S6G2,43.00943509,-82.34489488
N7S6G3,43.00943509,-82.34489488
N7S6G4,43.00943509,-82.34489488
N7S6G5,43.00943509,-82.34489488
N7S6G6,43.00943509,-82.34489488
N7S6G7,43.00943509,-82.34489488
N7S6G8,43.00943509,-82.34489488
N7S6H1,42.96091714,-82.36980188
N7S6H2,42.96091714,-82.36980188
N7S6H3,42.96091714,-82.36980188
N7S6H4,42.96091714,-82.36980188
N7S6H5,42.96091714,-82.36980188
N7S6H6,42.96091714,-82.36980188
N7S6H7,42.96091714,-82.36980188
N7S6H8,42.96091714,-82.36980188
N7S6H9,42.96091714,-82.36980188
N7S6J1,42.97020223,-82.36001657
N7S6J2,42.97020223,-82.36001657
N7S6J3,42.97020223,-82.36001657
N7S6J4,42.97020223,-82.36001657
N7S6J5,42.97020223,-82.36001657
N7S6J6,42.97020223,-82.36001657
N7S6J7,42.97020223,-82.36001657
N7S6J8,42.97020223,-82.36001657
N7S6K1,42.97777477,-82.36736632
N7S6K2,42.97777477,-82.36736632
N7S6K3,42.97777477,-82.36736632
N7S6K4,42.97777477,-82.36736632
N7S6K5,42.97777477,-82.36736632
N7S6K6,42.97777477,-82.36736632
N7S6K7,42.97777477,-82.36736632
N7S6L1,43.00096542,-82.36381659
N7S6L2,43.00096542,-82.36381659
N7S6L3,43.00096542,-82.36381659
N7S6L4,43.00096542,-82.36381659
N7S6L5,43.00096542,-82.36381659
N7S6L6,43.00096542,-82.36381659
N7S6L8,43.00096542,-82.36381659
N7S6L9,43.00096542,-82.36381659
N7S6M1,43.0030508,-82.34975906
N7S6M2,43.0030508,-82.34975906
N7S6M3,43.0030508,-82.34975906
N7S6M4,43.0030508,-82.34975906
N7S6M5,43.0030508,-82.34975906
N7S6M6,43.0030508,-82.34975906
N7S6M7,43.0030508,-82.34975906
N7S6N1,42.971372,-82.35046465
N7S6N2,42.971372,-82.35046465
N7S6N3,42.971372,-82.35046465
